,Organism group,ID,Create date,Isolation type,Location,Isolation source,Laboratory typing platform,Testing standard
147,escherichia_coli,ID_25828125,2022-10-24T23:30:12Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
2737,escherichia_coli,ID_25784055,2022-10-21T14:56:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
927,escherichia_coli,ID_3288455,2018-07-05T07:53:15Z,clinical,,,,CLSI
1961,escherichia_coli,ID_23880415,2022-06-22T23:49:58Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1376,escherichia_coli,ID_23867115,2022-06-22T18:02:33Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2506,escherichia_coli,ID_23895175,2022-06-23T03:16:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2050,escherichia_coli,ID_23882195,2022-06-23T00:09:26Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2137,escherichia_coli,ID_23884045,2022-06-23T00:23:08Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2426,escherichia_coli,ID_23891885,2022-06-23T01:22:44Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
389,escherichia_coli,ID_32336355,2024-02-06T00:04:33Z,clinical,USA:Boston,Pelvic fluid,Vitek,CLSI
2534,escherichia_coli,ID_23895735,2022-06-23T03:20:16Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1424,escherichia_coli,ID_23868095,2022-06-22T18:10:40Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2358,escherichia_coli,ID_23890385,2022-06-23T01:09:16Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2726,escherichia_coli,ID_25783815,2022-10-21T14:50:25Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1016,escherichia_coli,ID_23858485,2022-06-22T16:48:33Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2301,escherichia_coli,ID_23887425,2022-06-23T00:48:59Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2787,escherichia_coli,ID_25785585,2022-10-21T15:22:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2143,escherichia_coli,ID_23884155,2022-06-23T00:23:44Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
705,escherichia_coli,ID_15675905,2020-11-24T01:27:18Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
516,escherichia_coli,ID_4567175,2019-07-12T08:46:54Z,clinical,"USA: Rochester, NY",urine,,CLSI
2046,escherichia_coli,ID_23882125,2022-06-23T00:08:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2314,escherichia_coli,ID_23889505,2022-06-23T01:03:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2579,escherichia_coli,ID_24165685,2022-07-06T07:07:11Z,clinical,USA: District of Columbia,wound,Phoenix,CLSI
2774,escherichia_coli,ID_25785325,2022-10-21T15:15:19Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2019,escherichia_coli,ID_23881585,2022-06-23T00:04:30Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1549,escherichia_coli,ID_23870625,2022-06-22T18:33:36Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1704,escherichia_coli,ID_23875265,2022-06-22T23:08:29Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
978,escherichia_coli,ID_23857705,2022-06-22T16:42:54Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2403,escherichia_coli,ID_23891425,2022-06-23T01:19:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2181,escherichia_coli,ID_23884965,2022-06-23T00:31:53Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1793,escherichia_coli,ID_23877045,2022-06-22T23:23:55Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1419,escherichia_coli,ID_23867995,2022-06-22T18:09:59Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
2977,escherichia_coli,ID_12774615,2015-12-01T18:21:06Z,clinical,USA:Boston,blood,Vitek,CLSI
1952,escherichia_coli,ID_23880245,2022-06-22T23:49:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2257,escherichia_coli,ID_23886515,2022-06-23T00:42:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2686,escherichia_coli,ID_25782975,2022-10-21T14:29:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
651,escherichia_coli,ID_15673195,2020-11-24T00:45:15Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
380,escherichia_coli,ID_32338205,2024-02-18T10:17:41Z,clinical,USA:Boston,Coccygeal lesions,Vitek,CLSI
2457,escherichia_coli,ID_23892505,2022-06-23T01:27:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2414,escherichia_coli,ID_23891645,2022-06-23T01:20:33Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
305,escherichia_coli,ID_25832055,2022-10-24T23:59:28Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
51,escherichia_coli,ID_12740975,2016-01-13T19:22:11Z,clinical,USA:Boston,urine,Vitek,CLSI
2891,escherichia_coli,ID_25788235,2022-10-21T16:15:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
293,escherichia_coli,ID_25831755,2022-10-24T23:56:53Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
1739,escherichia_coli,ID_23875965,2022-06-22T23:12:23Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
106,escherichia_coli,ID_25827095,2022-10-24T23:21:20Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
440,escherichia_coli,ID_32328715,2024-02-16T18:37:21Z,clinical,USA:Boston,blood,Vitek,CLSI
1863,escherichia_coli,ID_23878465,2022-06-22T23:36:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2999,escherichia_coli,ID_12677675,2016-06-06T16:14:37Z,clinical,USA:Boston,blood,Vitek,CLSI
2428,escherichia_coli,ID_23891925,2022-06-23T01:23:00Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1898,escherichia_coli,ID_23879165,2022-06-22T23:41:27Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
528,escherichia_coli,ID_4569045,2019-07-12T08:46:57Z,clinical,"USA: Rochester, NY",urine,,CLSI
575,escherichia_coli,ID_4567115,2019-07-12T10:50:47Z,clinical,"USA: Rochester, NY",urine,,CLSI
2443,escherichia_coli,ID_23892225,2022-06-23T01:25:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1246,escherichia_coli,ID_23863165,2022-06-22T17:21:24Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
905,escherichia_coli,ID_38080375,2024-04-11T13:50:28Z,clinical,USA:Boston,urine,Vitek,CLSI
2254,escherichia_coli,ID_23886465,2022-06-23T00:42:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
137,escherichia_coli,ID_25827925,2022-10-24T23:28:19Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
465,escherichia_coli,ID_13131675,2016-10-01T15:22:13Z,clinical,USA:Boston,ulcer,Vitek,CLSI
881,escherichia_coli,ID_34515625,2023-12-20T07:53:43Z,clinical,USA:Boston,urine,Vitek,CLSI
1487,escherichia_coli,ID_23869385,2022-06-22T18:22:29Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1950,escherichia_coli,ID_23880195,2022-06-22T23:49:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1226,escherichia_coli,ID_23862765,2022-06-22T17:18:29Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
280,escherichia_coli,ID_25831415,2022-10-24T23:55:11Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
2604,escherichia_coli,ID_24166185,2022-07-06T07:11:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2759,escherichia_coli,ID_25784735,2022-10-21T15:07:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1503,escherichia_coli,ID_23869705,2022-06-22T18:25:59Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2704,escherichia_coli,ID_25783355,2022-10-21T14:39:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2875,escherichia_coli,ID_25787765,2022-10-21T16:06:31Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
460,escherichia_coli,ID_12774975,2015-12-01T18:21:06Z,clinical,USA:Boston,blood,Vitek,CLSI
2421,escherichia_coli,ID_23891785,2022-06-23T01:21:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2271,escherichia_coli,ID_23886805,2022-06-23T00:44:17Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
2140,escherichia_coli,ID_23884105,2022-06-23T00:23:19Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1819,escherichia_coli,ID_23877545,2022-06-22T23:27:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
343,escherichia_coli,ID_25833005,2022-10-25T00:05:54Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
1924,escherichia_coli,ID_23879685,2022-06-22T23:45:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1752,escherichia_coli,ID_23876225,2022-06-22T23:17:45Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2857,escherichia_coli,ID_25787015,2022-10-21T15:58:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
291,escherichia_coli,ID_25831725,2022-10-24T23:56:44Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
1389,escherichia_coli,ID_23867375,2022-06-22T18:04:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
544,escherichia_coli,ID_4567145,2019-07-12T10:50:37Z,clinical,"USA: Rochester, NY",urine,,CLSI
1427,escherichia_coli,ID_23868155,2022-06-22T18:11:04Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1379,escherichia_coli,ID_23867155,2022-06-22T18:02:58Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1474,escherichia_coli,ID_23869115,2022-06-22T18:20:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1375,escherichia_coli,ID_23867095,2022-06-22T18:02:25Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
2907,escherichia_coli,ID_25788575,2022-10-21T16:24:22Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2134,escherichia_coli,ID_23883985,2022-06-23T00:22:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2177,escherichia_coli,ID_23884885,2022-06-23T00:31:19Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1364,escherichia_coli,ID_23866875,2022-06-22T17:57:09Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
1910,escherichia_coli,ID_23879405,2022-06-22T23:42:38Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
252,escherichia_coli,ID_25830715,2022-10-24T23:49:35Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
1729,escherichia_coli,ID_23875765,2022-06-22T23:11:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
901,escherichia_coli,ID_38080715,2024-04-11T13:50:21Z,clinical,USA:Boston,urine,Vitek,CLSI
1002,escherichia_coli,ID_23858205,2022-06-22T16:46:07Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1112,escherichia_coli,ID_23860445,2022-06-22T17:02:22Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1166,escherichia_coli,ID_23861525,2022-06-22T17:09:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2926,escherichia_coli,ID_25788955,2022-10-21T16:34:30Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
889,escherichia_coli,ID_36669315,2024-02-15T20:09:45Z,clinical,USA:Boston,Urinary tract infection,Vitek,CLSI
604,escherichia_coli,ID_15671655,2020-11-24T00:18:26Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
759,escherichia_coli,ID_32333735,2024-02-05T14:07:42Z,clinical,USA:Boston,urine,Vitek,CLSI
2133,escherichia_coli,ID_23883955,2022-06-23T00:22:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1244,escherichia_coli,ID_23863125,2022-06-22T17:21:15Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1153,escherichia_coli,ID_23861265,2022-06-22T17:07:25Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1983,escherichia_coli,ID_23880865,2022-06-22T23:52:55Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
456,escherichia_coli,ID_38080815,2024-04-11T13:50:28Z,clinical,USA:Boston,blood,Vitek,CLSI
100,escherichia_coli,ID_22694385,2022-03-24T23:03:41Z,clinical,Brazil: Sao Paulo,rectal swab,,EUCAST
232,escherichia_coli,ID_25830185,2022-10-24T23:46:28Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
1731,escherichia_coli,ID_23875805,2022-06-22T23:11:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1937,escherichia_coli,ID_23879945,2022-06-22T23:46:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
956,escherichia_coli,ID_23857265,2022-06-22T16:40:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
920,escherichia_coli,ID_3000615,2018-03-14T19:06:06Z,clinical,,,,CLSI
1450,escherichia_coli,ID_23868615,2022-06-22T18:15:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2631,escherichia_coli,ID_25579675,2022-10-17T17:10:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
593,escherichia_coli,ID_15671315,2020-11-24T00:13:09Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
2663,escherichia_coli,ID_25580725,2022-10-17T16:11:12Z,clinical,USA: District of Columbia,Perirectal,Phoenix,CLSI
231,escherichia_coli,ID_25830175,2022-10-24T23:46:20Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
39,escherichia_coli,ID_12766055,2016-01-02T12:22:35Z,clinical,USA:Boston,induced sputum,Vitek,CLSI
2145,escherichia_coli,ID_23884225,2022-06-23T00:24:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
443,escherichia_coli,ID_32328115,2024-02-06T10:06:53Z,clinical,USA:Boston,blood,Vitek,CLSI
534,escherichia_coli,ID_4568145,2019-07-12T10:50:35Z,clinical,"USA: Rochester, NY",urine,,CLSI
2459,escherichia_coli,ID_23894155,2022-06-23T03:01:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1072,escherichia_coli,ID_23859605,2022-06-22T16:56:24Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2307,escherichia_coli,ID_23887545,2022-06-23T00:50:19Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1222,escherichia_coli,ID_23862685,2022-06-22T17:18:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1803,escherichia_coli,ID_23877235,2022-06-22T23:24:45Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1037,escherichia_coli,ID_23858905,2022-06-22T16:51:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1252,escherichia_coli,ID_23863285,2022-06-22T17:21:53Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1342,escherichia_coli,ID_23866425,2022-06-22T17:52:31Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
1340,escherichia_coli,ID_23866375,2022-06-22T17:52:15Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
725,escherichia_coli,ID_32337735,2024-02-07T14:04:00Z,clinical,USA:Boston,urine,Vitek,CLSI
53,escherichia_coli,ID_12740955,2016-01-13T19:22:11Z,clinical,USA:Boston,urine,Vitek,CLSI
448,escherichia_coli,ID_32121815,2024-02-05T01:03:36Z,clinical,USA:Boston,Left tribial wound,Vitek,CLSI
1156,escherichia_coli,ID_23861325,2022-06-22T17:08:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1046,escherichia_coli,ID_23859085,2022-06-22T16:52:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1939,escherichia_coli,ID_23879985,2022-06-22T23:46:48Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2742,escherichia_coli,ID_25784155,2022-10-21T14:59:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2312,escherichia_coli,ID_23889455,2022-06-23T01:03:16Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1552,escherichia_coli,ID_23870685,2022-06-22T18:34:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
739,escherichia_coli,ID_32336515,2024-02-16T22:18:38Z,clinical,USA:Boston,urine,Vitek,CLSI
1431,escherichia_coli,ID_23868235,2022-06-22T18:12:26Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
327,escherichia_coli,ID_25832595,2022-10-25T00:02:57Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
2167,escherichia_coli,ID_23884685,2022-06-23T00:27:38Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
940,escherichia_coli,ID_23856945,2022-06-22T16:38:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2293,escherichia_coli,ID_23887265,2022-06-23T00:47:42Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1229,escherichia_coli,ID_23862825,2022-06-22T17:18:41Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1420,escherichia_coli,ID_23868015,2022-06-22T18:10:08Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
989,escherichia_coli,ID_23857945,2022-06-22T16:44:52Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1269,escherichia_coli,ID_23863625,2022-06-22T17:24:33Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2879,escherichia_coli,ID_25787975,2022-10-21T16:09:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
44,escherichia_coli,ID_12765535,2016-01-02T12:22:35Z,clinical,USA:Boston,rectal,Vitek,CLSI
2194,escherichia_coli,ID_23885245,2022-06-23T00:33:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2481,escherichia_coli,ID_23894605,2022-06-23T03:04:59Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2652,escherichia_coli,ID_25580485,2022-10-17T15:53:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
401,escherichia_coli,ID_32333795,2023-07-27T13:50:06Z,clinical,USA:Boston,sputum,Vitek,CLSI
2309,escherichia_coli,ID_23887605,2022-06-23T00:50:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
256,escherichia_coli,ID_25830805,2022-10-24T23:50:11Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
322,escherichia_coli,ID_25832495,2022-10-25T00:02:32Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
1313,escherichia_coli,ID_23865755,2022-06-22T17:47:33Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1491,escherichia_coli,ID_23869465,2022-06-22T18:23:37Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
831,escherichia_coli,ID_31775475,2024-02-06T22:13:29Z,clinical,USA:Boston,urine,Vitek,CLSI
2835,escherichia_coli,ID_25786545,2022-10-21T15:46:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1714,escherichia_coli,ID_23875475,2022-06-22T23:09:27Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2343,escherichia_coli,ID_23890085,2022-06-23T01:07:05Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
183,escherichia_coli,ID_25828915,2022-10-24T23:37:13Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
2445,escherichia_coli,ID_23892265,2022-06-23T01:25:33Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
129,escherichia_coli,ID_25827735,2022-10-24T23:27:06Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
2437,escherichia_coli,ID_23892095,2022-06-23T01:23:44Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2883,escherichia_coli,ID_25788065,2022-10-21T16:11:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
532,escherichia_coli,ID_4568935,2019-07-12T10:50:34Z,clinical,"USA: Rochester, NY",urine,,CLSI
1362,escherichia_coli,ID_23866835,2022-06-22T17:56:19Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2861,escherichia_coli,ID_25787105,2022-10-21T16:00:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2701,escherichia_coli,ID_25783295,2022-10-21T14:37:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1270,escherichia_coli,ID_23863645,2022-06-22T17:24:36Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
706,escherichia_coli,ID_15675975,2020-11-24T01:28:06Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
132,escherichia_coli,ID_25827795,2022-10-24T23:27:22Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
845,escherichia_coli,ID_32328895,2024-02-07T12:09:26Z,clinical,USA:Boston,urine,Vitek,CLSI
52,escherichia_coli,ID_12741015,2016-01-13T19:22:11Z,clinical,USA:Boston,urine,Vitek,CLSI
1239,escherichia_coli,ID_23863025,2022-06-22T17:20:38Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
688,escherichia_coli,ID_15674585,2020-11-24T01:06:37Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
708,escherichia_coli,ID_15675995,2020-11-24T01:28:17Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
2621,escherichia_coli,ID_25579325,2022-10-17T15:30:41Z,clinical,USA: District of Columbia,wound,Phoenix,CLSI
308,escherichia_coli,ID_25832095,2022-10-24T23:59:40Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
1849,escherichia_coli,ID_23878145,2022-06-22T23:33:58Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
530,escherichia_coli,ID_4568895,2019-07-12T08:46:58Z,clinical,"USA: Rochester, NY",bone,,CLSI
2664,escherichia_coli,ID_25580745,2022-10-17T14:32:12Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
2175,escherichia_coli,ID_23884835,2022-06-23T00:29:17Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
906,escherichia_coli,ID_38080335,2024-04-11T13:50:30Z,clinical,USA:Boston,urine,Vitek,CLSI
1798,escherichia_coli,ID_23877145,2022-06-22T23:24:22Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
813,escherichia_coli,ID_32330475,2024-02-18T14:04:51Z,clinical,USA:Boston,urine,Vitek,CLSI
605,escherichia_coli,ID_15671685,2020-11-24T00:18:31Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
2456,escherichia_coli,ID_23892475,2022-06-23T01:26:48Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1856,escherichia_coli,ID_23878325,2022-06-22T23:35:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
